λobs,Intensity,Closest_Number,Normalized_Value,Count_Value,NIST line,Filename
478.59,none,none,none,none,none,none
479.72,9.0,479.7609243413562,76.9819484584146,14,GOLD,2940
480.72,15.0,480.6884105726052,9.32749347579119,1,none,2942
481.62,1.0,481.6037192971884,12.36458138908552,1,none,2942
483.91,none,none,none,none,none,none
484.3,none,none,none,none,none,none
485.27,none,none,none,none,none,none
487.11,3.0,487.0981251943583,16.887450412074216,3,none,2942
487.38,none,none,none,none,none,none
491.18,4.0,491.1847590412501,3.3291168093016887,2,GOLD,2947
491.4,7.0,491.36840619148313,5.36369771038732,1,none,2949
491.87,11.0,491.84882189584914,74.06507440342511,1,none,2947
492.11,1.0,492.07806935015344,35.47165251857636,7,none,2947
492.46,6.0,492.4364266074427,3.115030772560164,1,none,2942
493.73,28.0,493.7136792848204,3.7917148377600953,5,none,2942
495.32,none,none,none,none,none,none
497.14,none,none,none,none,none,none
498.02,none,none,none,none,none,none
498.42,15.0,498.4266924300464,19.34947660299337,5,none,2949
499.66,2.0,499.6483224798867,6.146026576666898,1,C,2942
503.55,53.0,503.5713393660359,7.6421314777035825,19,none,2942
503.9,11.0,503.8616154775466,6.931051223623215,1,none,2949
504.86,12.0,504.8454486709735,24.920306588872908,1,none,2942
505.15,9.0,505.142444367022,31.155932572390427,13,none,2942
505.62,8.0,505.59875232718633,10.736044249144287,1,GOLD,2949
508.07,100.0,508.0641946074812,7.31111979535438,17,none,2942
508.41,51.0,508.38827337760944,9.403555492963982,18,Ne,2942
508.87,none,none,none,none,none,none
509.44,none,none,none,none,none,none
509.98,33.0,509.9557945129552,15.41966433003234,12,Ne,2942
510.46,none,none,none,none,none,none
511.53,38.0,511.5164202203455,7.447881732444826,16,none,2942
512.9,none,none,none,none,none,none
516.84,60.0,516.82196975001,21.66893146722417,8,none,2947
517.65,none,none,none,none,none,none
518.46,none,none,none,none,none,none
523.81,6.0,523.8019587914953,18.992945019161446,1,Ar,2944
525.97,7.0,525.9786479471663,26.873571905982885,3,C,2944
532.07,10.0,532.0776013841661,16.072625951011474,1,none,2944
541.1,12.0,541.1083314770636,32.281191210713864,7,Ne,2944
545.34,8.0,545.3192300756284,25.67145475049468,2,none,2944
546.22,none,none,none,none,none,none
547.66,100.0,547.634332221854,13.679181038292256,6,none,2944
549.9,16.0,549.9207961928432,18.010290100280148,2,none,2944
550.98,none,none,none,none,none,none
564.7,none,none,none,none,none,none
568.09,none,none,none,none,none,none
571.8,none,none,none,none,none,none
581.09,none,none,none,none,none,none
600.69,none,none,none,none,none,none
608.768,none,none,none,none,none,none
611.08,none,none,none,none,none,none
616.52,none,none,none,none,none,none
617.62,none,none,none,none,none,none
620.46,none,none,none,none,none,none
622.38,none,none,none,none,none,none
623.0,none,none,none,none,none,none
631.45,none,none,none,none,none,none
642.12,none,none,none,none,none,none
650.77,none,none,none,none,none,none
663.08,none,none,none,none,none,none
693.18,none,none,none,none,none,none
703.21,none,none,none,none,none,none
712.2,none,none,none,none,none,none
718.16,none,none,none,none,none,none
723.61,none,none,none,none,none,none
738.23,none,none,none,none,none,none
740.96,22.0,740.9217891728094,7.981367435859389,3,none,2937
752.53,36.0,752.5132829817702,26.33379173312259,1,Ni I,2937
755.58,38.0,755.5463975436854,22.54053950916055,3,none,2937
761.7,100.0,761.6824271106483,7.646534134947561,4,GOLD,2937
771.55,none,none,none,none,none,none
771.54,none,none,none,none,none,none
